ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-41496,"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness,3: high amount of sadness can be inferred,3,"life is hard., its harder if ur stupid life love sadderness moreofsad howdoestears whatislife","life is hard., its harder if ur stupid life love sadderness moreofsad howdoestears whatislife"
2017-En-40538,@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.,sadness,0: no sadness can be inferred,0,I think he was huffing that pine tar they use for bat gripping.,i think he was huffing that pine tar they use for bat gripping.
2017-En-40089,@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,sadness,3: high amount of sadness can be inferred,3,call me now I'm laying in my bed moping like I intend to do for the next 2 months.,call me now i'm laying in my bed moping like i intend to do for the next 2 months.
2017-En-40846,Should of stayed in Dubai 😞,sadness,3: high amount of sadness can be inferred,3,Should of stayed in Dubai disappointed_face,should of stayed in dubai disappointed_face
2017-En-40159,"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",sadness,2: moderate amount of sadness can be inferred,2,"But this is no easy ride for a child cries \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'","but this is no easy ride for a child cries \n'oh, find me...find me, nothing more, \nwe are on a sullen misty moor...'"
2017-En-41351,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness,3: high amount of sadness can be inferred,3,"PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. anxiety anxietyprobz","peoplelikemebecause they see the happy exterior, not the hopelessness i sometimes feel inside. anxiety anxietyprobz"
2017-En-40640,@xxnogard_G88 Welcome to the  dark honey !,sadness,0: no sadness can be inferred,0,Welcome to the dark honey !,welcome to the dark honey !
2017-En-40295,Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness,2: moderate amount of sadness can be inferred,2,Nothings Working-you're feeling your life's on The Edge_Could go either way lost all reason for Living-JesusChristHealsSavesASK fatloss,nothings working-you're feeling your life's on the edge_could go either way lost all reason for living-jesuschristhealssavesask fatloss
2017-En-40444,Candice on great british bake off with that pout does my head in 👊🏻🙄,sadness,1: low amount of sadness can be inferred,1,Candice on great british bake off with that pout does my head in oncoming_fist_light_skin_toneface_with_rolling_eyes,candice on great british bake off with that pout does my head in oncoming_fist_light_skin_toneface_with_rolling_eyes
2017-En-40611,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,sadness,0: no sadness can be inferred,0,Has anyone noticed that stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? surprised,has anyone noticed that stories in recent days all paint positive accomplishments for trump and challenges for hillary? surprised
2017-En-40975,#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy.,sadness,0: no sadness can be inferred,0,HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible workplaceviolenceprevention policy.,hrmanagement must discourage the expediency factor from encroaching on the rolling out of a credible workplaceviolenceprevention policy.
2017-En-41053,The new @chaseandstatus song is mega 💥 reminds me of @SundownUK #blues,sadness,0: no sadness can be inferred,0,The new song is mega collision reminds me of blues,the new song is mega collision reminds me of blues
2017-En-40811,SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,sadness,0: no sadness can be inferred,0,SOBRIETYregistered trying to make being sober fashionable….can it be done ? zeroalcohol soberoctober clubsoda nomorehangovers sober,sobrietyregistered trying to make being sober fashionable….can it be done ? zeroalcohol soberoctober clubsoda nomorehangovers sober
2017-En-40685,"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.",sadness,0: no sadness can be inferred,0,"I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! FurryTails lost Venice.","i had a nice italian ice-cream whilst resting my tired paws. honey flavoured, naturally! furrytails lost venice."
2017-En-41073,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,sadness,2: moderate amount of sadness can be inferred,2,Ive felt surprisingly gloomy about my bad scouts today 'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,ive felt surprisingly gloomy about my bad scouts today 'd but i recognize that it's all just rng and yeah i didnt spend that many gems
2017-En-40602,@JonathanHatfull I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,0: no sadness can be inferred,0,I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,i’ll look forward to it. hoping for lots of stetson-tilting and rueful looks into whiskey glasses.
2017-En-41148,Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,sadness,0: no sadness can be inferred,0,Henderson showing that when times are hard he leaves or goes missing AFLCatsSwans seenitbefore lions blues,henderson showing that when times are hard he leaves or goes missing aflcatsswans seenitbefore lions blues
2017-En-41511,@CrystiCaro yeah agree - I think it was a family member and they covered up ,sadness,0: no sadness can be inferred,0,yeah agree - I think it was a family member and they covered up,yeah agree - i think it was a family member and they covered up
2017-En-40160,"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",sadness,2: moderate amount of sadness can be inferred,2,"Had to give my 11yo AfAm son this advice today 'be polite, no sudden movements, keep hands where they can see them'. sadness","had to give my 11yo afam son this advice today 'be polite, no sudden movements, keep hands where they can see them'. sadness"
2017-En-40839,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,sadness,1: low amount of sadness can be inferred,1,HATE that there's ads for depression &amp; mentalhealth meds. That's ONLY something your doctor can determine. Everyone is different. ssri,hate that there's ads for depression &amp; mentalhealth meds. that's only something your doctor can determine. everyone is different. ssri
2017-En-40237,@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed 😢,sadness,2: moderate amount of sadness can be inferred,2,\nI like your thinking...but sadly no - that's the shed crying_face,\ni like your thinking...but sadly no - that's the shed crying_face
2017-En-41310,Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,sadness,0: no sadness can be inferred,0,Special thanks to &amp; for keeping us updated &amp; entertained this dismal BB season two_hearts,special thanks to &amp; for keeping us updated &amp; entertained this dismal bb season two_hearts
2017-En-40717,"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",sadness,0: no sadness can be inferred,0,"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.","all clouded out.\n\n considering using a camera, 1) star trails 2) eyepiece projection."
2017-En-40342,@SWP_Roads   How dull.,sadness,1: low amount of sadness can be inferred,1,How dull.,how dull.
2017-En-40537,Fellaini has been playing ahead of this guy...just let that sink in,sadness,0: no sadness can be inferred,0,Fellaini has been playing ahead of this guy...just let that sink in,fellaini has been playing ahead of this guy...just let that sink in
2017-En-40208,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness,2: moderate amount of sadness can be inferred,2,"Flirt, simper, pout, repeat. Yuck.","flirt, simper, pout, repeat. yuck."
2017-En-20842,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",sadness,2: moderate amount of sadness can be inferred,2,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex Lam 322-25 despondency","when i walk in darkness of despondency, sc.verses i've memorized shine a light in my heart. ex lam 322-25 despondency"
2017-En-40283,"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness,2: moderate amount of sadness can be inferred,2,"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick","eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick"
2017-En-40258,"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness,2: moderate amount of sadness can be inferred,2,"Show some respect, that's all... If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!","show some respect, that's all... if u havent go to war u cant say anything.. u havent lost friends and mates on war, so ahut it!!"
2017-En-40511,In need of a serious nap rn,sadness,0: no sadness can be inferred,0,In need of a serious nap rn,in need of a serious nap rn
2017-En-40302,"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness,2: moderate amount of sadness can be inferred,2,"I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful","i can't have alcohol on it, sadly, but it only flares up under very specific circumstances so i just need to be more careful"
2017-En-40824,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,sadness,1: low amount of sadness can be inferred,1,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me sober,on bedrest since i got out of the hospital. u find in unopened beer.. what do i do. pour that shit out! no alcohol at all for me sober
2017-En-41171,"@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.",sadness,1: low amount of sadness can be inferred,1,"I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.","i have many happy memories of the isle of wight.\n...\nbut yeah, sink that shit."
2017-En-40723,Let the #MrRobot binge begin. #nerdshow #compelling #dark,sadness,0: no sadness can be inferred,0,Let the MrRobot binge begin. nerdshow compelling dark,let the mrrobot binge begin. nerdshow compelling dark
2017-En-41356,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness",sadness,3: high amount of sadness can be inferred,3,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness","although this is my best semester so far, this is also my most depressing because i'm constantly reminded that i'm not meant for greatness"
2017-En-40828,Don't depress yourself by comparing yourself. No comparisons.,sadness,1: low amount of sadness can be inferred,1,Don't depress yourself by comparing yourself. No comparisons.,don't depress yourself by comparing yourself. no comparisons.
2017-En-41170,@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness,0: no sadness can be inferred,0,But I decided to be a bit lackadaisical about getting dressed to get groceries.,but i decided to be a bit lackadaisical about getting dressed to get groceries.
2017-En-41055,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. 😒,sadness,3: high amount of sadness can be inferred,3,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. unamused_face,the weather changed from sunny and bright to gloomy just in time to match my afternoon mood. unamused_face
2017-En-41512,"@ExaltedChampion - the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -",sadness,1: low amount of sadness can be inferred,1,"- the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -","- the jest, kara didn't chuckle, instead her baby blues were narrowed in on adam like a warning. if his brain /wasn't/ -"
2017-En-40314,It's so gloomy outside. I wish it was as cold as it looked,sadness,2: moderate amount of sadness can be inferred,2,It's so gloomy outside. I wish it was as cold as it looked,it's so gloomy outside. i wish it was as cold as it looked
2017-En-40441,@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,sadness,1: low amount of sadness can be inferred,1,people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists namjoon
2017-En-40970,@Mets @JdeGrom19 I'm depress now,sadness,3: high amount of sadness can be inferred,3,I'm depress now,i'm depress now
2017-En-40589,@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness,0: no sadness can be inferred,0,pine nut.... Chestnut....peanut....wait... Wrong film,pine nut.... chestnut....peanut....wait... wrong film
2017-En-41035,It hasn't sunk in that I'm meeting the twins,sadness,0: no sadness can be inferred,0,It hasn't sunk in that I'm meeting the twins,it hasn't sunk in that i'm meeting the twins
2017-En-40047,"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.",sadness,3: high amount of sadness can be inferred,3,"Oh, I should just 'get over' my depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.","oh, i should just 'get over' my depression and 'be happy?' don't you think i've tried that thousands of times already? you're not helping."
2017-En-41210,@MariamVeiszadeh #depressing it's so freaking close !,sadness,2: moderate amount of sadness can be inferred,2,depressing it's so freaking close !,depressing it's so freaking close !
2017-En-40341,One way ticket to the blues.,sadness,1: low amount of sadness can be inferred,1,One way ticket to the blues.,one way ticket to the blues.
2017-En-40155,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness,2: moderate amount of sadness can be inferred,2,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself '),i was in the dark room for 58 minutes and failed every time i tried developing a photo i'm so frustrated with myself ')
2017-En-41090,Don't get too close it's dark inside 🌫🌊,sadness,1: low amount of sadness can be inferred,1,Don't get too close it's dark inside fogwater_wave,don't get too close it's dark inside fogwater_wave
2017-En-40526,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",sadness,0: no sadness can be inferred,0,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.","people want me to go pine ridge, little wound or oelrichs. starting to think about transferring but i wanna stay at cloud. decisions man."
2017-En-40359,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,sadness,1: low amount of sadness can be inferred,1,We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,we are sadden by this because we always strive to bring the best service to our customer. we will always be here for you. cm
2017-En-41420,"How many tweets is that now? How fast was I going? God, I love being #sober and #intelligent.",sadness,0: no sadness can be inferred,0,"How many tweets is that now? How fast was I going? God, I love being sober and intelligent.","how many tweets is that now? how fast was i going? god, i love being sober and intelligent."
2017-En-40621,Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,sadness,0: no sadness can be inferred,0,Jay Z and Brad Pitt cheated ..Bey stayed Angie left cheaters love lust sex couples relationships date marriage divorce,jay z and brad pitt cheated ..bey stayed angie left cheaters love lust sex couples relationships date marriage divorce
2017-En-40826,"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay ",sadness,0: no sadness can be inferred,0,"hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay","hi dom i saw u at notts county away, looking for 1 mufc away ticket will pay"
2017-En-41330,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness,2: moderate amount of sadness can be inferred,2,so you were owned by losers on Twitter sad,so you were owned by losers on twitter sad
2017-En-41124,I can't pull myself out of depression,sadness,3: high amount of sadness can be inferred,3,I can't pull myself out of depression,i can't pull myself out of depression
2017-En-41138,I'm allowed to sulk,sadness,3: high amount of sadness can be inferred,3,I'm allowed to sulk,i'm allowed to sulk
2017-En-41279,"someone explain female human beings to me, they're depressing me ._.",sadness,3: high amount of sadness can be inferred,3,"someone explain female human beings to me, they're depressing me ._.","someone explain female human beings to me, they're depressing me ._."
2017-En-41377,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know #sober,sadness,0: no sadness can be inferred,0,I'm there... let me know sober,i'm there... let me know sober
2017-En-40618,Do not grow weary in doing good.'\n\n-@billclinton,sadness,0: no sadness can be inferred,0,Do not grow weary in doing good.'\n\n-,do not grow weary in doing good.'\n\n-
2017-En-40705,@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,sadness,0: no sadness can be inferred,0,will be playing in the Bridge Bar this sat (24th Sept) blues rhythmandblues ramelton donegal,will be playing in the bridge bar this sat (24th sept) blues rhythmandblues ramelton donegal
2017-En-40627,@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness,0: no sadness can be inferred,0,Italy another round lets not drop our play and take it to them with a big result out there guys blues,italy another round lets not drop our play and take it to them with a big result out there guys blues
2017-En-41069,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,sadness,0: no sadness can be inferred,0,ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --,ok yes i get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --
2017-En-40033,"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness,3: high amount of sadness can be inferred,3,"yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs","yeah i'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs"
2017-En-40772,@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗,sadness,0: no sadness can be inferred,0,even when we're fighting I'm laughing. I probably have serious ingrained issuesface_with_tears_of_joyhugging_face,even when we're fighting i'm laughing. i probably have serious ingrained issuesface_with_tears_of_joyhugging_face
2017-En-41284,Trying to make a #better_world is #depressing when it's a #failure -__-,sadness,3: high amount of sadness can be inferred,3,Trying to make a better_world is depressing when it's a failure -__-,trying to make a better_world is depressing when it's a failure -__-
2017-En-31426,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",sadness,0: no sadness can be inferred,0,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.","i want my highlight to be so bright that if i ever get lost and someone is looking for me in the dark, they'll find me."
2017-En-41129,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,sadness,3: high amount of sadness can be inferred,3,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,i wish i could live in y'all reality where i can grieve over people i never met. to bad i got brothers dying left and right .
2017-En-41182,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump,sadness,2: moderate amount of sadness can be inferred,2,most of Trump supporters have not clue about the meaning of the words they used just like him nevertrump,most of trump supporters have not clue about the meaning of the words they used just like him nevertrump
2017-En-40757,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,sadness,0: no sadness can be inferred,0,will this be aired on radio or filmed? Lots of fans over the pond too! wales,will this be aired on radio or filmed? lots of fans over the pond too! wales
2017-En-40060,My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe,sadness,3: high amount of sadness can be inferred,3,My soul is weary of fighting the battles in this world. BlackInAmerica WeAreNotSafe,my soul is weary of fighting the battles in this world. blackinamerica wearenotsafe
2017-En-41161,So you're unhappy?,sadness,1: low amount of sadness can be inferred,1,So you're unhappy?,so you're unhappy?
2017-En-41309,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk,sadness,2: moderate amount of sadness can be inferred,2,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much weary_face spinning sulk,well stomach cramps did not make that spin class any easier. why does my body hate digesting porridge so much weary_face spinning sulk
2017-En-40255,@chocorobos I have this one so I'm not so sad.. but wtf,sadness,2: moderate amount of sadness can be inferred,2,I have this one so I'm not so sad.. but wtf,i have this one so i'm not so sad.. but wtf
2017-En-41027,I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness,3: high amount of sadness can be inferred,3,I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,i think learning classical or ancient japanese might help me get myself permanently out of depression. i sometimes suffer from sudden
2017-En-41354,@mypalalex but still your my favorite person in DF besides grim,sadness,0: no sadness can be inferred,0,but still your my favorite person in DF besides grim,but still your my favorite person in df besides grim
2017-En-41162,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,sadness,1: low amount of sadness can be inferred,1,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,or when someone tells me i needa smile like excuse me ??? now i'm just frowning even harder are you happy
2017-En-40434,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness,1: low amount of sadness can be inferred,1,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if i didn't say that shit on bloods
2017-En-40863,@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,sadness,0: no sadness can be inferred,0,I nearly dropped my phone into the sink HAHAHAHA,i nearly dropped my phone into the sink hahahaha
2017-En-41040,@marisa_enbot Being with you makes me somewhat gloomy.,sadness,3: high amount of sadness can be inferred,3,Being with you makes me somewhat gloomy.,being with you makes me somewhat gloomy.
2017-En-20834,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness,2: moderate amount of sadness can be inferred,2,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama healing depression anxiety intuition meditation book,don't let the behavior of others destroy ur inner peace.' -dalai lama healing depression anxiety intuition meditation book
2017-En-40358,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness,1: low amount of sadness can be inferred,1,"Terencecutcher Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad,","terencecutcher tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad,"
2017-En-40248,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness,2: moderate amount of sadness can be inferred,2,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,if you're unhappy with someone just fucking tell them you're unhappy and leave. don't go fuckin around with other people on the side
2017-En-40239,Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness,2: moderate amount of sadness can be inferred,2,Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. dark sadtimes america race,theyve substituted the hood for a badge and gun.' public opinion is indictment of charlotte police. dark sadtimes america race
2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,sadness,0: no sadness can be inferred,0,Bill Clinton 'Do not grow weary of doing good.' CGI2016,bill clinton 'do not grow weary of doing good.' cgi2016
2017-En-40499,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",sadness,0: no sadness can be inferred,0,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - ()","what's a kali's kitten? [she asked, a frown curling on her fair skinned forehead as he showed her the scar] a cat did - ()"
2017-En-40568,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,sadness,0: no sadness can be inferred,0,Standard Candice starting the show with a pout startasyoumeantogoon GBBO,standard candice starting the show with a pout startasyoumeantogoon gbbo
2017-En-40949,Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),sadness,1: low amount of sadness can be inferred,1,Living with depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like -),living with depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like -)
2017-En-40211,@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,sadness,2: moderate amount of sadness can be inferred,2,It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you lost,it's ms btw. we were lied to by remain. dry your remainer tears; just accept you lost
2017-En-40368,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness,1: low amount of sadness can be inferred,1,Lisa Getting what you want all the time will ultimately leave you unfulfilled and joyless.,lisa getting what you want all the time will ultimately leave you unfulfilled and joyless.
2017-En-40866,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",sadness,2: moderate amount of sadness can be inferred,2,"In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.","in your concorde lounge in terminal 7 jfk. so saddened to have to say, service so far is dismal. don't expect a reply."
2017-En-41209,me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,sadness,2: moderate amount of sadness can be inferred,2,me i've actually been doing pretty well! i'm learning to manage my depression and-\nlife yeah that's over. that's cancelled.,me i've actually been doing pretty well! i'm learning to manage my depression and-\nlife yeah that's over. that's cancelled.
2017-En-40225,@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness,2: moderate amount of sadness can be inferred,2,Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,take 2k out of it the numbers on madden are low and have dropped and people are unhappy
2017-En-41271,TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness,3: high amount of sadness can be inferred,3,TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,tvgirl is like i'm really pretty and melancholic about life and this is why i hate myself
2017-En-40553,Some Erykah Badu to sedate me 💕,sadness,0: no sadness can be inferred,0,Some Erykah Badu to sedate me two_hearts,some erykah badu to sedate me two_hearts
2017-En-41483,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness,0: no sadness can be inferred,0,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit","it's still not sunk in that im seeing joe next month, im so grateful and excited shit"
2017-En-41516,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,sadness,0: no sadness can be inferred,0,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,boy oh boy! our weekday schedule is crazy! but no matter how tired i am i do whatever it takes to keep the smile on kai's face from a frown
2017-En-40172,@TDYLN sadly not :(,sadness,2: moderate amount of sadness can be inferred,2,sadly not (,sadly not (
2017-En-40456,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,sadness,1: low amount of sadness can be inferred,1,my first time in Slough so checked out the new station floor sad LifeOnTheRoad,my first time in slough so checked out the new station floor sad lifeontheroad
2017-En-40399,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,sadness,1: low amount of sadness can be inferred,1,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,just rough situations all around for schalke and werder bremen to start the campaign. bremen dashed late with a new manager. both with 0.
2017-En-40475,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,sadness,0: no sadness can be inferred,0,my god is a full shilling? Seriously you need a major rethink or no lab gove in your lifetime,my god is a full shilling? seriously you need a major rethink or no lab gove in your lifetime
2017-En-41524,"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",sadness,3: high amount of sadness can be inferred,3," I can't find my patronus, the website doesn't work, I can't even see the questions.... sadness..."," i can't find my patronus, the website doesn't work, i can't even see the questions.... sadness..."
2017-En-40579,"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",sadness,0: no sadness can be inferred,0,"yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.","yeah, they figured that ornaments are way more wanted than spektar and desolate gear. well they thought right."
2017-En-40122,@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness,sadness,3: high amount of sadness can be inferred,3,lost my xt nova around hole 8 or 9 sadness,lost my xt nova around hole 8 or 9 sadness
2017-En-41440,nooooo. Poor Blue Bell! not again. ,sadness,2: moderate amount of sadness can be inferred,2,nooooo. Poor Blue Bell! not again.,nooooo. poor blue bell! not again.
