ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-10827,Follow me on Snapchat 👻 Carlabtst15 #snapchat ,anger,0: no anger can be inferred,0,Follow me on Snapchat ghost Carlabtst15 snapchat,follow me on snapchat ghost carlabtst15 snapchat
2017-En-10544,#Taurus will react angrily when she can't take being provoked any longer.,anger,1: low amount of anger can be inferred,1,Taurus will react angrily when she can't take being provoked any longer.,taurus will react angrily when she can't take being provoked any longer.
2017-En-10080,@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply,anger,3: high amount of anger can be inferred,3,not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work fuming useless reply,not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work fuming useless reply
2017-En-11542,I'm not use to getting up early asf this shit goin irritate me.,anger,3: high amount of anger can be inferred,3,I'm not use to getting up early asf this shit goin irritate me.,i'm not use to getting up early asf this shit goin irritate me.
2017-En-11267,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter,anger,2: moderate amount of anger can be inferred,2,literally Nicole already had her chance and she played shitty both seasons. bitter,literally nicole already had her chance and she played shitty both seasons. bitter
2017-En-40208,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",anger,2: moderate amount of anger can be inferred,2,"Flirt, simper, pout, repeat. Yuck.","flirt, simper, pout, repeat. yuck."
2017-En-11562,@emilieragann did another bee sting you on the tongue ?,anger,0: no anger can be inferred,0,did another bee sting you on the tongue ?,did another bee sting you on the tongue ?
2017-En-10449,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,anger,2: moderate amount of anger can be inferred,2,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope -/ angry annoyed,hey folks sorry if anything offensive got posted on here yesterday my account got hacked. all fixed now though. i hope -/ angry annoyed
2017-En-10391,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩,anger,2: moderate amount of anger can be inferred,2,I miss doing nothing someone I care about and attacking their face with kisses. foreveralone bitter weary_face,i miss doing nothing someone i care about and attacking their face with kisses. foreveralone bitter weary_face
2017-En-10339,@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,anger,2: moderate amount of anger can be inferred,2,what happened to the suicide tweet it was a joke obviously how could that offend anyone?thinking_face,what happened to the suicide tweet it was a joke obviously how could that offend anyone?thinking_face
2017-En-10386,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values,anger,2: moderate amount of anger can be inferred,2,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. innerconflict conflict values,inner conflict happens when we are at odds with ourselves. honor your values and priorities. innerconflict conflict values
2017-En-10839,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",anger,0: no anger can be inferred,0,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! relentless","grateful for all the hungry people in my life! hungry to learn, change, grow, help, etc - not sure anybody has it better! relentless"
2017-En-41338,@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!,anger,0: no anger can be inferred,0,I involuntarily smile when you frown in photos. And giggle. How annoying!!,i involuntarily smile when you frown in photos. and giggle. how annoying!!
2017-En-40235,@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,anger,0: no anger can be inferred,0,*I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,*i frown and cup your cheeks in my hands after you step aside.* angela i care about you. and i don't know how else i can -
2017-En-11512,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ,anger,3: high amount of anger can be inferred,3,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? patronus adder,how on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? patronus adder
2017-En-10797,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,anger,0: no anger can be inferred,0,Houston might lose a coach tomorrow or by midnight. yikes offense?,houston might lose a coach tomorrow or by midnight. yikes offense?
2017-En-11687,@1BearTruth standard bitter response .... how's it feel to be the small club in a big city,anger,1: low amount of anger can be inferred,1,standard bitter response .... how's it feel to be the small club in a big city,standard bitter response .... how's it feel to be the small club in a big city
2017-En-11472,"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted😬",anger,3: high amount of anger can be inferred,3," Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. anger love conflictedgrimacing_face"," whaaaat?!? oh hell no. i was jealous because you got paid to fuck, but this is a whole new level. anger love conflictedgrimacing_face"
2017-En-11651,maps by the yeah yeah yeahs came on the radio today and i almost burst into tears,anger,0: no anger can be inferred,0,maps by the yeah yeah yeahs came on the radio today and i almost burst into tears,maps by the yeah yeah yeahs came on the radio today and i almost burst into tears
2017-En-10480,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",anger,1: low amount of anger can be inferred,1,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not","i don't mean to offend anyone, but 93.7 literally blames everything on white people. in some cases it's true, but a lot of times, it's not"
2017-En-11606,@tommyrosen @InTheRoomsCEO @cate_baily Always so happy to support you brother. Keep that fire burning &lt;3,anger,0: no anger can be inferred,0,Always so happy to support you brother. Keep that fire burning &lt;3,always so happy to support you brother. keep that fire burning &lt;3
2017-En-10227,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",anger,2: moderate amount of anger can be inferred,2,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour","never forget that 5live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour"
2017-En-10568,"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",anger,1: low amount of anger can be inferred,1,"Hey, Jayme! Were yourearear burning cuz I was talking about you?beaming_face_with_smiling_eyes Are you going tomorrow?","hey, jayme! were yourearear burning cuz i was talking about you?beaming_face_with_smiling_eyes are you going tomorrow?"
2017-En-10432,"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",anger,2: moderate amount of anger can be inferred,2,"why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?","why do you even beef sara you let the anger get the best of you, you and sagin been friends for how long?"
2017-En-11259,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,anger,2: moderate amount of anger can be inferred,2,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so
2017-En-40583,"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",anger,1: low amount of anger can be inferred,1,"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal --","-- used as a pawn in this red woman's game] for now, try not to fret and act as if nothing is amiss. this is a royal --"
2017-En-10922,"@marcavis @AntisocialJW2 I've always been fiery, but never radical.",anger,1: low amount of anger can be inferred,1,"I've always been fiery, but never radical.","i've always been fiery, but never radical."
2017-En-11017,@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,anger,1: low amount of anger can be inferred,1,(2) Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,(2) watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything
2017-En-10020,Making my buddy cry !! Bitch wait for revenge 🤗👌🏻,anger,3: high amount of anger can be inferred,3,Making my buddy cry !! Bitch wait for revenge hugging_faceOK_hand_light_skin_tone,making my buddy cry !! bitch wait for revenge hugging_faceok_hand_light_skin_tone
2017-En-10789,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,anger,0: no anger can be inferred,0,You can't fight the elephants until you have wrestled the pigs. quoteoftheday relentless,you can't fight the elephants until you have wrestled the pigs. quoteoftheday relentless
2017-En-10919,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",anger,3: high amount of anger can be inferred,3,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. rant angry","why to have vanity sizes?now sizes s,xs(evenxxs sometimes) are too big, wtf?! dear corporate jerks, lithuania didn't need this. rant angry"
2017-En-11535,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,anger,3: high amount of anger can be inferred,3,Trump's fear &amp; anger are similar to what Hitler preached to come to power in Germany. Wake up America!!,trump's fear &amp; anger are similar to what hitler preached to come to power in germany. wake up america!!
2017-En-10745,@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt,anger,0: no anger can be inferred,0,Wolfpack theme and trons and sting wore the wolf shirt,wolfpack theme and trons and sting wore the wolf shirt
2017-En-11348,@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater,anger,0: no anger can be inferred,0,happy birthday to my seeddouble_exclamation_markdouble_exclamation_markdouble_exclamation_mark renewtherivalry imyourdaddy cantbeatme madden tater,happy birthday to my seeddouble_exclamation_markdouble_exclamation_markdouble_exclamation_mark renewtherivalry imyourdaddy cantbeatme madden tater
2017-En-10770,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily ,anger,0: no anger can be inferred,0,firsttweetever sippin hotchocolate wondering why I finally gave in &lt;3 haha hellloooootwitter - ...its because facebookisforfamily,firsttweetever sippin hotchocolate wondering why i finally gave in &lt;3 haha hellloooootwitter - ...its because facebookisforfamily
2017-En-10328,guys irritate me,anger,2: moderate amount of anger can be inferred,2,guys irritate me,guys irritate me
2017-En-10364,"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger,2: moderate amount of anger can be inferred,2,"Leave it on there, rule,nimber 1 of carpet cleaning!!! worsethananatomicbomb accidentlyspillbeeronthecarpet","leave it on there, rule,nimber 1 of carpet cleaning!!! worsethananatomicbomb accidentlyspillbeeronthecarpet"
2017-En-11295,@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,anger,3: high amount of anger can be inferred,3,I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs,i'm as pure as the driven snow after it's been pissed on by multiple rabid dogs
2017-En-11545,Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0: no anger can be inferred,0,Men in rage strike those that wish them best. emotions negative positive wish strike martial arts control believe best hope,men in rage strike those that wish them best. emotions negative positive wish strike martial arts control believe best hope
2017-En-10580,"@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k",anger,1: low amount of anger can be inferred,1,"pretty average, klitschko fury did about 600k and Joshua white did about 450k","pretty average, klitschko fury did about 600k and joshua white did about 450k"
2017-En-10517,Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it,anger,1: low amount of anger can be inferred,1,Finding out my two best Fwendz are going to rage with me at makes this last week of no sleep extra worth it,finding out my two best fwendz are going to rage with me at makes this last week of no sleep extra worth it
2017-En-10684,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club ,anger,0: no anger can be inferred,0,everyone is against wigan because we are the biggest club,everyone is against wigan because we are the biggest club
2017-En-10071,Where's your outrage when a black man kills another black man in the streets?,anger,3: high amount of anger can be inferred,3,Where's your outrage when a black man kills another black man in the streets?,where's your outrage when a black man kills another black man in the streets?
2017-En-11698,Id love 2 c Gyimah in action but his coach is holding a grudge against him!,anger,2: moderate amount of anger can be inferred,2,Id love 2 c Gyimah in action but his coach is holding a grudge against him!,id love 2 c gyimah in action but his coach is holding a grudge against him!
2017-En-11088,This is a joke @SomersetCCC #fuming,anger,3: high amount of anger can be inferred,3,This is a joke fuming,this is a joke fuming
2017-En-11583,@BI_Science Opioid rapid pill plague...Speed generations Pulse Rapid rabid Impairment Ist Choice Stacked usage vs street ingestion demo US,anger,2: moderate amount of anger can be inferred,2,Opioid rapid pill plague...Speed generations Pulse Rapid rabid Impairment Ist Choice Stacked usage vs street ingestion demo US,opioid rapid pill plague...speed generations pulse rapid rabid impairment ist choice stacked usage vs street ingestion demo us
2017-En-10458,"significantly, with a #bitter smile, 'let me",anger,2: moderate amount of anger can be inferred,2,"significantly, with a bitter smile, 'let me","significantly, with a bitter smile, 'let me"
2017-En-11699,Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,anger,0: no anger can be inferred,0,Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,forgiving means operating with god's spirit &amp; god isn't unforgiving &amp; doesn't hold a grudge. so who am i? exactly.
2017-En-11531,@theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?,anger,2: moderate amount of anger can be inferred,2,You had to do some research to come up with new insult. Are you allowed to read anything but brietbart?,you had to do some research to come up with new insult. are you allowed to read anything but brietbart?
2017-En-10371,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed,anger,2: moderate amount of anger can be inferred,2,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope -/ annoyed,hey folks sorry if anything offensive got posted on here yesterday my account got hacked. all fixed now though. i hope -/ annoyed
2017-En-10487,Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs,anger,1: low amount of anger can be inferred,1,Like I can't do 12 hours worth of standing or calorie burning in 3 hours loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face 1stworldprobs4vs,like i can't do 12 hours worth of standing or calorie burning in 3 hours loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face 1stworldprobs4vs
2017-En-10971,Fast and furious 6 this Monday 10 pm on mbc 2 😍😍😍😍😍😍😍,anger,0: no anger can be inferred,0,Fast and furious 6 this Monday 10 pm on mbc 2 smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes,fast and furious 6 this monday 10 pm on mbc 2 smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes
2017-En-11103,@inthefade going back to blissful ignorance?! #fury,anger,2: moderate amount of anger can be inferred,2,going back to blissful ignorance?! fury,going back to blissful ignorance?! fury
2017-En-11160,Ppl like that irritate my soul,anger,1: low amount of anger can be inferred,1,Ppl like that irritate my soul,ppl like that irritate my soul
2017-En-10057,I'm nothing but a hateful and bitter fag,anger,3: high amount of anger can be inferred,3,I'm nothing but a hateful and bitter fag,i'm nothing but a hateful and bitter fag
2017-En-10758,@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing,anger,0: no anger can be inferred,0,klitschko over fury any day boxing,klitschko over fury any day boxing
2017-En-11571,i already gets aggravated too fast like why aggravate me on purpose?,anger,2: moderate amount of anger can be inferred,2,i already gets aggravated too fast like why aggravate me on purpose?,i already gets aggravated too fast like why aggravate me on purpose?
2017-En-10224,I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄,anger,2: moderate amount of anger can be inferred,2,I'm so annoyed/sad YouTube is burning itself to the ground face_with_rolling_eyesface_with_rolling_eyes,i'm so annoyed/sad youtube is burning itself to the ground face_with_rolling_eyesface_with_rolling_eyes
2017-En-10304,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',anger,2: moderate amount of anger can be inferred,2,. 'Today's proceedings and the entire process is an insult to our constituents.',. 'today's proceedings and the entire process is an insult to our constituents.'
2017-En-11506,@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,anger,1: low amount of anger can be inferred,1,lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!
2017-En-11281,@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime,anger,2: moderate amount of anger can be inferred,2,can I get away of this wrath by reading manga instead of watching overdone anime,can i get away of this wrath by reading manga instead of watching overdone anime
2017-En-11149,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,anger,2: moderate amount of anger can be inferred,2,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,imagine being bitter when your bias is dating &amp; sending threats to their partner. like why? that's nasty. and they don't even know you exist
2017-En-11042,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,anger,1: low amount of anger can be inferred,1,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....
2017-En-10582,@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,anger,0: no anger can be inferred,0,lol. Love it when you aggravate Juan. Keep up the good work. Lol,lol. love it when you aggravate juan. keep up the good work. lol
2017-En-10267,Why mfs so bitter,anger,2: moderate amount of anger can be inferred,2,Why mfs so bitter,why mfs so bitter
2017-En-11452,Think of #anger as this barrier between you and your truth.' @laurascoe,anger,1: low amount of anger can be inferred,1,Think of anger as this barrier between you and your truth.',think of anger as this barrier between you and your truth.'
2017-En-10104,@kingvee_ don't provoke me to anger,anger,3: high amount of anger can be inferred,3,don't provoke me to anger,don't provoke me to anger
2017-En-11418,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️",anger,0: no anger can be inferred,0,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace victory_hand","especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace victory_hand"
2017-En-10382,could never be a angry drunk lol yall weirdos just enjoy your time,anger,2: moderate amount of anger can be inferred,2,could never be a angry drunk lol yall weirdos just enjoy your time,could never be a angry drunk lol yall weirdos just enjoy your time
2017-En-11589,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,anger,0: no anger can be inferred,0,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha
2017-En-11607,@MJPWGaming exactly not some flaming reject from fast and furious,anger,1: low amount of anger can be inferred,1,exactly not some flaming reject from fast and furious,exactly not some flaming reject from fast and furious
2017-En-10395,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",anger,2: moderate amount of anger can be inferred,2,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen","if i spend more than £10 in shimmy on £1 drinks i'll be raging, but we all know it's gonna happen"
2017-En-11480,@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. ,anger,0: no anger can be inferred,0,there was a US diver named steele johnson. i'd like him barred from the olympics.,there was a us diver named steele johnson. i'd like him barred from the olympics.
2017-En-11071,"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",anger,3: high amount of anger can be inferred,3,"warning i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~","warning i am a sensitive, angry, insecure baby today, but ugh why do people at large either hate or ignore me bc it is literally~the worst~"
2017-En-10546,@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,anger,2: moderate amount of anger can be inferred,2,so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,so leafy can roast the pokemon go kid but not you what an outrage that just means that he is more relevant than y-i mean kisses
2017-En-10310,"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",anger,2: moderate amount of anger can be inferred,2,"Yes, it is bad to point out racism lest it provoke the racists. Some racists do indeed not like it.","yes, it is bad to point out racism lest it provoke the racists. some racists do indeed not like it."
2017-En-11428,"Or when they hmu on snap, and I'm like.. which one are you. 💀",anger,1: low amount of anger can be inferred,1,"Or when they hmu on snap, and I'm like.. which one are you. skull","or when they hmu on snap, and i'm like.. which one are you. skull"
2017-En-11093,"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",anger,0: no anger can be inferred,0,"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.","forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge."
2017-En-10031,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!,anger,3: high amount of anger can be inferred,3,wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! swines fuming con!,wow!! my bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! swines fuming con!
2017-En-10681,"@RichardHBell Yes, I think he held a grudge ...",anger,0: no anger can be inferred,0,"Yes, I think he held a grudge ...","yes, i think he held a grudge ..."
2017-En-10136,@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger,3: high amount of anger can be inferred,3,rage?? The CrookedCourt said rage MANY times to explain away the brutal killings of Petits by Hayes &amp; Komisarjevsky,rage?? the crookedcourt said rage many times to explain away the brutal killings of petits by hayes &amp; komisarjevsky
2017-En-11468,@AdamSinger bubble implies it will burst?,anger,1: low amount of anger can be inferred,1,bubble implies it will burst?,bubble implies it will burst?
2017-En-11556,@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim,anger,3: high amount of anger can be inferred,3,you should force your neighbours to pay that! Those people have some nerve!!! Victim,you should force your neighbours to pay that! those people have some nerve!!! victim
2017-En-11106,ethan was with someone in the car when he did his revenge on grayson,anger,0: no anger can be inferred,0,ethan was with someone in the car when he did his revenge on grayson,ethan was with someone in the car when he did his revenge on grayson
2017-En-11604,#ParentsofAddicts: let #wellness be your #revenge! -Al Anon speaker,anger,1: low amount of anger can be inferred,1,ParentsofAddicts let wellness be your revenge! -Al Anon speaker,parentsofaddicts let wellness be your revenge! -al anon speaker
2017-En-10792,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work #snap",anger,0: no anger can be inferred,0,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. bestdayever magic work snap","if my luck the rest of fall goes anything like today, i think i'm going to like this season. bestdayever magic work snap"
2017-En-10899,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",anger,0: no anger can be inferred,0,"Kik to trade, have fun or a conversation (kik youraffair) kik kikme messageme textme pics trade tradepics dm bored","kik to trade, have fun or a conversation (kik youraffair) kik kikme messageme textme pics trade tradepics dm bored"
2017-En-10436,@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see,anger,2: moderate amount of anger can be inferred,2,Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see,doll is a vile creature on the touchline. every game he has tantrums &amp; shouts at the ref. would love to see
2017-En-10962,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad ,anger,2: moderate amount of anger can be inferred,2,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm sad,yay bmth canceled melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm sad
2017-En-11498,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating. #rage #smrtruinslives,anger,3: high amount of anger can be inferred,3,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating. rage smrtruinslives,fucking hell. rush for the damn train also no use. fucking 4min wait. still sweating. rage smrtruinslives
2017-En-10133,@ChurdAllan fucked my coupon that goal! ,anger,3: high amount of anger can be inferred,3,fucked my coupon that goal!,fucked my coupon that goal!
2017-En-10274,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger,2: moderate amount of anger can be inferred,2,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,hitting your children as discipline because you're being quite a raging hypocrite if you're not.
2017-En-11400,@Iucifaer you can go on what you usually do its just their own personal reason and not mean to offend anyone :(,anger,3: high amount of anger can be inferred,3,you can go on what you usually do its just their own personal reason and not mean to offend anyone (,you can go on what you usually do its just their own personal reason and not mean to offend anyone (
2017-En-40639,Never let me see you frown,anger,0: no anger can be inferred,0,Never let me see you frown,never let me see you frown
2017-En-11558,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',anger,3: high amount of anger can be inferred,3,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',connie's fuming at bake off and went 'fuck this i'm starting on the vodka'
2017-En-10092,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,anger,3: high amount of anger can be inferred,3,Worst juror ever? Michelle. You were Nicole's biggest threat. bitter bb18,worst juror ever? michelle. you were nicole's biggest threat. bitter bb18
2017-En-10470,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,anger,2: moderate amount of anger can be inferred,2,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,british humour should offend and challenge mainstream views. hat off to clarkeson. the ultra left should go and kneel before allah!!
2017-En-11388,India should now react to the uri attack..... ,anger,2: moderate amount of anger can be inferred,2,India should now react to the uri attack.....,india should now react to the uri attack.....
2017-En-10988,If i could just get my line to block!  #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman,anger,2: moderate amount of anger can be inferred,2,If i could just get my line to block! germantownbroncos lilleague popwarner Broncos usafootball offense lineman,if i could just get my line to block! germantownbroncos lilleague popwarner broncos usafootball offense lineman
2017-En-10825,"@ezlisteningdisc it doesn't offend me but it's just,,, Weird.",anger,0: no anger can be inferred,0,"it doesn't offend me but it's just,,, Weird.","it doesn't offend me but it's just,,, weird."
2017-En-10198,Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,anger,3: high amount of anger can be inferred,3,Thought the Xbox one s madden bundle would come with a physical copy of madden not a codesleeping_face it's gonna take fucking forever to download lol,thought the xbox one s madden bundle would come with a physical copy of madden not a codesleeping_face it's gonna take fucking forever to download lol
2017-En-10771,One of my favorite classic cars is the Plymouth fiery.,anger,0: no anger can be inferred,0,One of my favorite classic cars is the Plymouth fiery.,one of my favorite classic cars is the plymouth fiery.
2017-En-11248,"If angry, bash out your frustration on the pastry #GBBO",anger,2: moderate amount of anger can be inferred,2,"If angry, bash out your frustration on the pastry GBBO","if angry, bash out your frustration on the pastry gbbo"
2017-En-11243,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",anger,2: moderate amount of anger can be inferred,2,"In fact, sometimes i don't get furious at people who wrong me, but i get furious at myself for being a fool.","in fact, sometimes i don't get furious at people who wrong me, but i get furious at myself for being a fool."
2017-En-10769,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. ,anger,0: no anger can be inferred,0,huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living.,huh? we have a sprint coach? we're the slowest team in the comp. talk about robbing a living.
